"fullname","office","position","id","source","document_type","url","patronymic","created_date","first_name","last_name","is_corrected","organization_ua_company_code","debtor_ukr_firstname","debtor_ua_firstname","dnt_objectType_encoded","organization_ua_company_name","otherObjectType","organization_type","debtor_eng_lastname","debtor_eng_firstname","debtor_ua_lastname","organization_eng_company_address","objectType","organization_eng_company_name","dnt_sizeAssets_hidden","iteration","organization","debtor_ukr_middlename","dnt_is_foreign","debtor_ua_sameRegLivingAddress","person","assetsCurrency","debtor_eng_sameRegLivingAddress","debtor_ua_middlename","sizeAssets","debtor_eng_middlename","organization_ukr_company_address","organization_eng_company_code","organization_ukr_company_name","debtor_ukr_lastname","object_id","ownershipType","otherOwnership","percent.ownership","organization_extendedstatus","organization_ua_company_name_extendedstatus","organization_ua_company_code_extendedstatus","sizeAssets_extendedstatus","otherObjectType_extendedstatus","organization_eng_company_code_extendedstatus","assetsCurrency_extendedstatus","organization_eng_company_address_extendedstatus","organization_ukr_company_name_extendedstatus","organization_eng_company_name_extendedstatus","organization_ukr_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Абдуллін Олександр Рафкатович","Верховна Рада України","народний депутат України","nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","Рафкатович",2018-03-19,"Олександр","Абдуллін","FALSE","00032129","","","bank","ПАТ ""Державний Ощадний банк України""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490101704262","j","","FALSE","","1","USD","","",2960,"","","","","","1490101704262","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Абдуллін Олександр Рафкатович",NA,83078.98
"Абдуллін Олександр Рафкатович","Верховна Рада України","народний депутат України","nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","Рафкатович",2018-03-19,"Олександр","Абдуллін","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477564642168","","","FALSE","","1","UAH","","",200000,"","","","","","1477564642168","Спільна власність","",50,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Абдуллін Олександр Рафкатович",NA,200000
"Абдуллін Олександр Рафкатович","Верховна Рада України","народний депутат України","nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","Рафкатович",2018-03-19,"Олександр","Абдуллін","FALSE","00032129","","","bank","ПАТ ""Державний Ощадний банк України""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477563899710","j","","FALSE","","1476705147748","UAH","","",1963875,"","","","","","1477563899710","Власність","",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Смоленська Тетяна Ростиславівна","дружина",1963875
"Абдуллін Олександр Рафкатович","Верховна Рада України","народний депутат України","nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","Рафкатович",2018-03-19,"Олександр","Абдуллін","FALSE","00032129","","","bank","ПАТ ""Державний Ощадний банк України""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477565579606","j","","FALSE","","1","UAH","","",15497,"","","","","","1477565579606","Власність","",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Абдуллін Олександр Рафкатович",NA,15497
"Абдуллін Олександр Рафкатович","Верховна Рада України","народний депутат України","nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","Рафкатович",2018-03-19,"Олександр","Абдуллін","FALSE","00032129","","","bank","ПАТ ""Державний Ощадний банк України""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490101816031","j","","FALSE","","1476705147748","USD","","",3870,"","","","","","1490101816031","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Смоленська Тетяна Ростиславівна","дружина",108620.15
"Абдуллін Олександр Рафкатович","Верховна Рада України","народний депутат України","nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","Рафкатович",2018-03-19,"Олександр","Абдуллін","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477564499926","","","FALSE","","1","USD","","",375000,"","","","","","1477564499926","Спільна власність","",50,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Абдуллін Олександр Рафкатович",NA,10525208.62
"Абдуллін Олександр Рафкатович","Верховна Рада України","народний депутат України","nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_0eb19361-de3e-46f5-bc4c-ac1b41b2034c","Рафкатович",2018-03-19,"Олександр","Абдуллін","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477564589241","","","FALSE","","1","EUR","","",70000,"","","","","","1477564589241","Спільна власність","",50,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Абдуллін Олександр Рафкатович",NA,2344679.68
"Агафонова Наталія Володимирівна","Верховна Рада України","народний депутат України","nacp_a04435e8-71d7-4fee-aae4-26de0d3c0e82","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_a04435e8-71d7-4fee-aae4-26de0d3c0e82","Володимирівна",2018-03-16,"Наталія","Агафонова","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477656593587","","","FALSE","","1","UAH","","",900000,"","","","","","1477656593587","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Агафонова Наталія Володимирівна",NA,900000
"Агафонова Наталія Володимирівна","Верховна Рада України","народний депутат України","nacp_a04435e8-71d7-4fee-aae4-26de0d3c0e82","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_a04435e8-71d7-4fee-aae4-26de0d3c0e82","Володимирівна",2018-03-16,"Наталія","Агафонова","FALSE",NA,"","","cash","","","","","","",NA,"Готівкові кошти","","FALSE",NA,"","","FALSE","","1","USD","","",43000,"",NA,NA,"","","1477505680516","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Агафонова Наталія Володимирівна",NA,1206890.59
"Алексєєв Ігор Сергійович","Верховна Рада України","Народний депутат України","nacp_dc2c2e8f-0996-468d-a931-be081d58fb3a","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_dc2c2e8f-0996-468d-a931-be081d58fb3a","Сергійович",2018-03-11,"Ігор","Алексєєв","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477255233520","","","FALSE","","1476743018040","USD","","",12000,"","","","","","1477255233520","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестор Наталія Володимирівна","дружина",336806.68
"Алексєєв Ігор Сергійович","Верховна Рада України","Народний депутат України","nacp_dc2c2e8f-0996-468d-a931-be081d58fb3a","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_dc2c2e8f-0996-468d-a931-be081d58fb3a","Сергійович",2018-03-11,"Ігор","Алексєєв","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477343945254","","","FALSE","","1476743018040","UAH","","",200000,"","","","","","1477343945254","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нестор Наталія Володимирівна","дружина",200000
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","35810511","","","bank","ПАТ ""Міжнародний інвестиційний банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490892569368","j","","FALSE","","1490801022966","USD","","",357,"","","","","","1490892569368","Власність","",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",10020
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","09807750","","","bank","АТ ""Укрсиббанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522345303699","j","","FALSE","","1490801022966","UAH","","",13593,"","","","","","1522345303699","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",13593
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","00039019","","","bank","ПАТ ""Укрсоцбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490891609143","j","","FALSE","","1","UAH","","",556846,"","","","","","1490891609143","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,556846
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1490891566490","","","FALSE","","1","USD","","",1235000,"","","","","","1490891566490","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,34663020.41
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","35810511","","","bank","ПАТ ""Міжнародний інвестиційний банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490892646776","j","","FALSE","","1490801022966","EUR","","",371,"","","","","","1490892646776","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",12426.8
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","00039019","","","bank","ПАТ ""Укрсоцбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490892106321","j","","FALSE","","1","EUR","","",66,"","","","","","1490892106321","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,2210.7
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","35810511","","","bank","ПАТ ""Міжнародний інвестиційний банк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490892412689","j","","FALSE","","1490801022966","UAH","","",3435,"","","","","","1490892412689","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",3435
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","00039019","","","bank","ПАТ ""Укрсоцбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490891965691","j","","FALSE","","1","USD","","",2388,"","","","","","1490891965691","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєв Сергій Олегович",NA,67024.53
"Алєксєєв Сергій Олегович","Верховна Рада України","Народний депутат України","nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_5e94d86d-fe76-46be-80f9-fe352c843c71","Олегович",2018-03-30,"Сергій","Алєксєєв","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1490891497113","","","FALSE","","1490801022966","USD","","",200000,"","","","","","1490891497113","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Алєксєєва  Олена Юріївна","дружина",5613444.6
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Васильович",2018-03-29,"Василь","Амельченко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477846219333","","","FALSE","","1","USD","","",170000,"","","","","","1477846219333","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Амельченко Василь Васильович",NA,4771427.91
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Васильович",2018-03-29,"Василь","Амельченко","FALSE","00032129","","","bank","ПАТ ""Ощадбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1490900232158","j","","FALSE","","1","UAH","","",50500,"","","","","","1490900232158","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Амельченко Василь Васильович",NA,50500
"Амельченко Василь Васильович","Верховна Рада України, Комітет з питань бюджету","народний депутат України, перший заступник голови Комітету з питань бюджету ВРУ","nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_3ab4d804-28b1-4301-bd3a-16ca01c537fc","Васильович",2018-03-29,"Василь","Амельченко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477845969190","","","FALSE","","1","UAH","","",5360000,"","","","","","1477845969190","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Амельченко Василь Васильович",NA,5360000
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477512866308","","","FALSE","","1","UAH","","",7281322,"","","","","","1477512866308","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,7281322
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","35679065","","","lend","ТОВ ""Інтеко-Конкріт""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, позичені третім особам","","FALSE","1477512771748","j","","FALSE","","1","UAH","","",6593025,"","","","","","1477512771748","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,6593025
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","","","","cash","","","","","","","","Готівкові кошти","","TRUE","1519066248242","","","FALSE","","1519059995746","","","",0,"","","","","","1519066248242","Власність","",NA,"1",NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,"Кириченко Катерина Володимирівна","дружина",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","","","","metals","","","","","","","","Активи у дорогоцінних (банківських) металах","","FALSE","1519068717455","","","FALSE","","1","UAH","","",127815,"","","","","","1519068717455","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,127815
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","37888829","","","lend","ТОВ ""Управляюча компанія ""Інтеко""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, позичені третім особам","","FALSE","1477512652202","j","","FALSE","","1","UAH","","",7060517,"","","","","","1477512652202","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,7060517
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","36002395","","","bank","ПАТ ""Банк 3/4""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477512964926","j","","FALSE","","1","UAH","","",2882,"","","","","","1477512964926","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,2882
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","32776340","","","lend","ТОВ ""Форум-Капітал""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, позичені третім особам","","FALSE","1477512272508","j","","FALSE","","1","UAH","","",1488939,"","","","","","1477512272508","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,1488939
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","00032112","","","bank","АТ ""Укрексімбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1520855271465","j","","FALSE","","1","UAH","","",48074,"","","","","","1520855271465","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,48074
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","32985720","","","lend","ТОВ ""Екотехбудсервіс""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, позичені третім особам","","FALSE","1477512510159","j","","FALSE","","1","UAH","","",580305,"","","","","","1477512510159","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,580305
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","","","","bank","","","","","","","","Кошти, розміщені на банківських рахунках","","TRUE","1519388148611","","","FALSE","","1519059995746","","","",0,"","","","","","1519388148611","Власність","",NA,"1",NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,"Кириченко Катерина Володимирівна","дружина",NA
"Андрієвський Дмитро Йосипович","Верховна Рада України","Народний депутат України","nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_37fa91a0-25c5-4802-9c49-c3fafdc99a59","Йосипович",2018-03-12,"Дмитро","Андрієвський","FALSE","36002395","","","bank","ПАТ ""Банк 3/4""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477513277372","j","","FALSE","","1","EUR","","",38284,"","","","","","1477513277372","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Андрієвський Дмитро Йосипович",NA,1282338.81
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Федорович",2018-03-26,"Андрій","Антонищак","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477671967526","","","FALSE","","1477405213563","USD","","",35000,"","","","","","1477671967526","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Наталія Ігорівна","дружина",982352.8
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Федорович",2018-03-26,"Андрій","Антонищак","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1522078111756","","","FALSE","","1477405687214","USD","","",7000,"","","","","","1522078111756","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Сергій Андрійович","син",196470.56
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ігорович",2018-03-26,"Володимир","Ар'єв","FALSE","","","","metals","","","","","","","","Активи у дорогоцінних (банківських) металах","","FALSE","1489601314459","","","FALSE","","1","UAH","","",698982,"","","","","","1489601314459","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ар'єв Володимир Ігорович",NA,698982
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ігорович",2018-03-26,"Володимир","Ар'єв","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1489601224442","","","FALSE","","1","USD","","",70000,"","","","","","1489601224442","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ар'єв Володимир Ігорович",NA,1964705.61
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ігорович",2018-03-26,"Володимир","Ар'єв","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1489601485424","","","FALSE","","1476948529010","UAH","","",2590000,"","","","","","1489601485424","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фіцич Наталія  Степанівна","дружина",2590000
"Арешонков Володимир Юрійович","Верховна Рада України","Народний депутат України","nacp_768dd957-8066-4215-8143-4d852f28baaa","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_768dd957-8066-4215-8143-4d852f28baaa","Юрійович",2018-03-21,"Володимир","Арешонков","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477524873471","","","FALSE","","1","UAH","","",420000,"","","","","","1477524873471","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Арешонков Володимир Юрійович",NA,420000
"Арешонков Володимир Юрійович","Верховна Рада України","Народний депутат України","nacp_768dd957-8066-4215-8143-4d852f28baaa","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_768dd957-8066-4215-8143-4d852f28baaa","Юрійович",2018-03-21,"Володимир","Арешонков","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE",NA,"","","FALSE","","1476988058804","USD","","",7000,"","","","","","1477525033671","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Арешонкова Маргарита Миколаївна","дружина",196470.56
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Андрійович",2018-03-23,"Ігор","Артюшенко","FALSE","09322277","","","bank","Головне управління по м. Києву тв Київській обл. АТ ""Ощадбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489505429960","j","","FALSE","","1","UAH","","",2995,"","","","","","1489505429960","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Артюшенко Ігор Андрійович",NA,2995
"Артюшенко Ігор Андрійович","Верховна Рада України","Народний депутат України","nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_24d6e46e-838b-4c2e-b5c1-69831327250d","Андрійович",2018-03-23,"Ігор","Артюшенко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1476349652519","","","FALSE","","1","USD","","",3000,"","","","","","1476349652519","Спільна власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Артюшенко Ігор Андрійович",NA,84201.67
