"fullname","office","position","id","source","document_type","url","patronymic","created_date","first_name","last_name","is_corrected","organization_ua_company_code","debtor_ukr_firstname","debtor_ua_firstname","dnt_objectType_encoded","organization_ua_company_name","otherObjectType","organization_type","debtor_eng_lastname","debtor_eng_firstname","debtor_ua_lastname","organization_eng_company_address","objectType","organization_eng_company_name","dnt_sizeAssets_hidden","iteration","organization","debtor_ukr_middlename","dnt_is_foreign","debtor_ua_sameRegLivingAddress","person","assetsCurrency","debtor_eng_sameRegLivingAddress","debtor_ua_middlename","sizeAssets","debtor_eng_middlename","organization_ukr_company_address","organization_eng_company_code","organization_ukr_company_name","debtor_ukr_lastname","object_id","ownershipType","otherOwnership","percent.ownership","organization_extendedstatus","organization_ua_company_name_extendedstatus","organization_ua_company_code_extendedstatus","sizeAssets_extendedstatus","otherObjectType_extendedstatus","organization_eng_company_code_extendedstatus","assetsCurrency_extendedstatus","organization_eng_company_address_extendedstatus","organization_ukr_company_name_extendedstatus","organization_eng_company_name_extendedstatus","organization_ukr_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Леонідович",2018-03-28,"Геннадій","Чекіта","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1489998701932","","","FALSE","","1","EUR","","",450000,"","","","","","1489998701932","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA,15072940.8
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Леонідович",2018-03-28,"Геннадій","Чекіта","FALSE","21685166","","","bank","АТ ""ОТП БАНК"" В М.ОДЕСА","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489747270680","j","","FALSE","","1","EUR","","",426,"","","","","","1489747270680","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA,14269.05
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Леонідович",2018-03-28,"Геннадій","Чекіта","FALSE","09328601","","","bank","ПАТ ДЕРЖАВНИЙ ОЩАДНИЙ БАНК УКРАЇНИ ОДЕСЬКЕ ОБЛАСНЕУПРАВЛІННЯ","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489748269518","j","","FALSE","","1","EUR","","",110304,"","","","","","1489748269518","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA,3694679.25
"Чепинога Віталій Михайлович","Верховна Рада України","Народний депутат України","nacp_2554137f-18ec-4317-abe3-ea8289407b84","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_2554137f-18ec-4317-abe3-ea8289407b84","Михайлович",2018-03-26,"Віталій","Чепинога","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477564401944","","","FALSE","","1","USD","","",25300,"","","","","","1477564401944","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чепинога Віталій Михайлович",NA,710100.74
"Червакова Ольга Валеріївна","Верховна Рада України","народний депутат України, Перший заступник голови Комітету Верховної Ради з питань свободи слова та інформаційної політики","nacp_73700b90-9ae7-423d-be26-686281769700","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_73700b90-9ae7-423d-be26-686281769700","Валеріївна",2018-03-27,"Ольга","Червакова","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE",NA,"","","FALSE","","1","USD","","",80000,"","","","","","1477507631847","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Червакова Ольга Валеріївна",NA,2245377.84
"Черненко Олександр Миколайович","Верховна Рада України","Народний депутат України","nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","Миколайович",2018-03-19,"Олександр","Черненко","FALSE","","","","bank","АБ ""Кліринговий дім""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477036810818","j","","FALSE","","1","USD","","",1457,"","","","","","1477036810818","Власність","",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Черненко Олександр Миколайович",NA,40893.94
"Черненко Олександр Миколайович","Верховна Рада України","Народний депутат України","nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","Миколайович",2018-03-19,"Олександр","Черненко","FALSE","","","","bank","АБ ""Кліринговий дім""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521460137725","j","","FALSE","","1","UAH","","",28510,"","","","","","1521460137725","Власність","",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Черненко Олександр Миколайович",NA,28510
"Черненко Олександр Миколайович","Верховна Рада України","Народний депутат України","nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","Миколайович",2018-03-19,"Олександр","Черненко","FALSE","","","","bank","АБ ""Кліринговий дім""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521460216960","j","","FALSE","","1","EUR","","",1349,"","","","","","1521460216960","Власність","",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Черненко Олександр Миколайович",NA,45185.33
"Черненко Олександр Миколайович","Верховна Рада України","Народний депутат України","nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","Миколайович",2018-03-19,"Олександр","Черненко","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477037035428","","","FALSE","","1","UAH","","",200000,"","","","","","1477037035428","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Черненко Олександр Миколайович",NA,200000
"Чижмарь Юрій Васильович","Верховна Рада України","Народний депутат","nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816","Васильович",2018-03-29,"Юрій","Чижмарь","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1522217201827","","","FALSE","","1522092667430","UAH","","",52000000,"","","","","","1522217201827","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чижмарь Катерина Іванівна","дружина",52000000
"Чижмарь Юрій Васильович","Верховна Рада України","Народний депутат","nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816","Васильович",2018-03-29,"Юрій","Чижмарь","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1522182310412","","","FALSE","","1","USD","","",60000,"","","","","","1522182310412","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чижмарь Юрій Васильович",NA,1684033.38
"Чорновол Тетяна Миколаївна","Верховна Рада України","Народний депутат України","nacp_22f98311-0042-4677-aff8-8b7743e5ee57","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_22f98311-0042-4677-aff8-8b7743e5ee57","Миколаївна",2018-03-29,"Тетяна","Чорновол","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1490822477147","","","FALSE","","1490819963064","USD","","",3000,"","","","","","1490822477147","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чорновол Наталія Степанівна","мати",84201.67
"Чорновол Тетяна Миколаївна","Верховна Рада України","Народний депутат України","nacp_22f98311-0042-4677-aff8-8b7743e5ee57","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_22f98311-0042-4677-aff8-8b7743e5ee57","Миколаївна",2018-03-29,"Тетяна","Чорновол","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1490822450574","","","FALSE","","1490819903992","USD","","",4000,"","","","","","1490822450574","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чорновол Микола Іванович","батько",112268.89
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Абдурахманович",2018-03-31,"Рефат","Чубаров","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477752992426","","","FALSE","","1","USD","","",4100,"","","","","","1477752992426","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чубаров Рефат Абдурахманович",NA,115075.61
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Абдурахманович",2018-03-31,"Рефат","Чубаров","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477752661631","","","FALSE","","1","UAH","","",50000,"","","","","","1477752661631","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чубаров Рефат Абдурахманович",NA,50000
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Абдурахманович",2018-03-31,"Рефат","Чубаров","FALSE","14360570","","","bank","Приватбанк","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522326525422","j","","FALSE","","1","UAH","","",3570,"","","","","","1522326525422","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чубаров Рефат Абдурахманович",NA,3570
"Чумак Віктор Васильович","Верховна Рада України","народний депутат","nacp_991d0479-d3a8-4cef-a202-041b02a119ae","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_991d0479-d3a8-4cef-a202-041b02a119ae","Васильович",2018-03-14,"Віктор","Чумак","FALSE","","","","cash","","","","","","",NA,"Готівкові кошти","","FALSE","1488206138297","","","FALSE","","1476185380382","USD","","",32000,"",NA,"","","","1488206138297","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чумак Ірина  Юріївна","дружина",898151.14
"Чумак Віктор Васильович","Верховна Рада України","народний депутат","nacp_991d0479-d3a8-4cef-a202-041b02a119ae","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_991d0479-d3a8-4cef-a202-041b02a119ae","Васильович",2018-03-14,"Віктор","Чумак","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1476257730760","","","FALSE","","1","USD","","",21500,"","","","","","1476257730760","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чумак Віктор Васильович",NA,603445.29
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1476705079040","","","FALSE","","1","USD","","",1720000,"","","","","","1476705079040","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалов Юрій Анатолійович",NA,48275623.56
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","14360570","","","bank","ПАТ КБ ""ПриватБанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1519400585710","j","","FALSE","","1","UAH","","",764140,"","","","","","1519400585710","Власність","",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалов Юрій Анатолійович",NA,764140
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","21650966","","","bank","ПАТ ""МАРФІН БАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1519400871225","j","","FALSE","","1474886254705","UAH","","",5549,"","","","","","1519400871225","Власність","",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалова Євгенія Геннадіївна","дружина",5549
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","14360570","","","bank","ПАТ КБ ""ПриватБанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1519400475245","j","","FALSE","","1","USD","","",1979,"","","","","","1519400475245","Власність","",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалов Юрій Анатолійович",NA,55545.03
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477425369499","","","FALSE","","1474886254705","UAH","","",780000,"","","","","","1477425369499","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалова Євгенія Геннадіївна","дружина",780000
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1490097854136","","","FALSE","","1","UAH","","",300000,"","","","","","1490097854136","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалов Юрій Анатолійович",NA,300000
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","21650966","","","bank","ПАТ ""МАРФІН БАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1519400708163","j","","FALSE","","1","UAH","","",51275,"","","","","","1519400708163","Власність","",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалов Юрій Анатолійович",NA,51275
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","Анатолійович",2018-03-15,"Юрій","Шаповалов","FALSE","14360570","","","bank","ПАТ КБ ""ПриватБанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1519399867155","j","","FALSE","","1","EUR","","",1604,"","","","","","1519399867155","Власність","",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Шаповалов Юрій Анатолійович",NA,53726.66
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","00039019","","","bank","ПАТ ""УКРСОЦБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1520262852801","j","","FALSE","","1","UAH","","",38444,"","","","","","1520262852801","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Григорій Аронович",NA,38444
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","14360570","","","bank","ПАТ ""КБ"" ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1476796738313","j","","FALSE","","1","USD","","",36821,"","","","","","1476796738313","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Григорій Аронович",NA,1033463.22
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","14360570","","","bank","ПАТ ""КБ"" ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1476796970599","j","","FALSE","","1476198430132","UAH","","",410269,"","","","","","1476796970599","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Олена Григорівна","дочка",410269
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","14360570","","","cash","ПАТ ""КБ ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Готівкові кошти","","FALSE","1477571955969","j","","FALSE","","1","UAH","","",2000000,"","","","","","1477571955969","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Григорій Аронович",NA,2000000
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","14360570","","","cash","ПАТ ""КБ ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Готівкові кошти","","FALSE","1477572638227","j","","FALSE","","1","EUR","","",15000,"","","","","","1477572638227","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Григорій Аронович",NA,502431.36
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","14360570","","","cash","ПАТ ""КБ ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Готівкові кошти","","FALSE","1477572129882","j","","FALSE","","1","USD","","",460000,"","","","","","1477572129882","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Григорій Аронович",NA,12910922.58
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","14360570","","","bank","ПАТ ""КБ"" ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1476796858076","j","","FALSE","","1476198220274","UAH","","",804682,"","","","","","1476796858076","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Волкова Тетяна Миколаївна","дружина",804682
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7","Аронович",2018-03-06,"Григорій","Шверк","FALSE","14360570","","","bank","ПАТ ""КБ"" ""ПРИВАТБАНК""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1476796593777","j","","FALSE","","1","UAH","","",5870409,"","","","","","1476796593777","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шверк Григорій Аронович",NA,5870409
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","20846070","","","bank","АТ ""Райффайзен банк Аваль""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521187340561","j","","FALSE","","1","EUR","","",64,"","","","","","1521187340561","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Віктор Леонідович",NA,2143.71
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","14360570","","","bank","ПАТ КБ ""Приватбанк""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477706959447","j","","FALSE","","1477703567275","UAH","","",196566,"","","","","","1477706959447","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Жанна Олегівна","дружина",196566
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","20846070","","","bank","АТ ""Райффайзен банк Аваль""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521187030182","j","","FALSE","","1","UAH","","",51637,"","","","","","1521187030182","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Віктор Леонідович",NA,51637
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","20846070","","","bank","АТ ""Райффайзен банк Аваль""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521187400651","j","","FALSE","","1","USD","","",287,"","","","","","1521187400651","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Віктор Леонідович",NA,8055.29
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","20846070","","","bank","АТ ""Райффайзен банк Аваль""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521187683047","j","","FALSE","","1477703567275","USD","","",9,"","","","","","1521187683047","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Жанна Олегівна","дружина",252.61
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","20846070","","","bank","АТ ""Райффайзен банк Аваль""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1521187622414","j","","FALSE","","1477703567275","EUR","","",10,"","","","","","1521187622414","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Жанна Олегівна","дружина",334.95
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477706765840","","","FALSE","","1","UAH","","",5231354,"","","","","","1477706765840","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Віктор Леонідович",NA,5231354
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","14360570","","","bank","ПРИВАТБАНК","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1489757805280","j","","FALSE","","1","USD","","",120,"","","","","","1489757805280","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Віктор Леонідович",NA,3368.07
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20","Леонідович",2018-03-29,"Віктор","Шевченко","TRUE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1477706912274","","","FALSE","","1477703567275","UAH","","",7397333,"","","","","","1477706912274","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Жанна Олегівна","дружина",7397333
