number,title,URL,type,filing_date,status,last_updated,initiator_type,initiators,committee,committees,convocation
1535,"Проект Закону про внесення зміни до статті 9 Закону України ""Про оборону України"" (щодо військовополонених й інтернованих в особливий період)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53026,law,2014-12-22,Закон підписано,2015-03-11,cabmin,444,Комітет з питань національної безпеки і оборони,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
1534,Проект Закону про внесення змін до Цивільного кодексу України щодо місця відкриття спадщини,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53025,law,2014-12-22,Закон підписано,2015-03-05,cabmin,444,Комітет з питань правової політики та правосуддя,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1264-1,Проект Закону про внесення змін до Податкового кодексу України щодо удосконалення податкового контролю за трансфертним ціноутворенням,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53065,law,2014-12-22,Закон підписано,2015-01-13,cabmin,444,Комітет з питань податкової та митної політики,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1071-д,Проект Закону про внесення змін до Податкового кодексу України щодо особливостей уточнення податкових зобов'язань з податку на прибуток підприємств та податку на додану вартість у разі застосування податкового компромісу,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53016,law,2014-12-22,Закон підписано,2015-01-19,deputy,26322,Комітет з питань податкової та митної політики,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1525,"Проект Закону про внесення змін до деяких законів України щодо удосконалення порядку проходження військової служби та питань соціального захисту громадян України, які проходять військову службу під час особливого періоду",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53013,law,2014-12-19,Закон підписано,2015-02-09,deputy,"21135,308",Комітет з питань національної безпеки і оборони,"Комітет з питань бюджету|Комітет з питань державного будівництва, регіональної політики та місцевого самоврядування|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань науки і освіти|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
1505-1,"Проект Закону про внесення змін до пункту 3 розділу VIII ""Прикінцеві положення"" Закону України ""Про забезпечення реалізації житлових прав мешканців гуртожитків"" (щодо продовження строку мораторію на відчуження гуртожитків)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53003,law,2014-12-19,Закон підписано,2015-01-13,deputy,"20495,18510,19934,24621,18509,24140","Комітет з питань будівництва, містобудування і житлово-комунального господарства",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1509,"Проект Закону про внесення змін до статті 9 Закону України ""Про гуманітарну допомогу"" (щодо недопущення затягування строків проведення санітарного, ветеринарного, фітосанітарного, радіологічного та екологічного контролю гуманітарної допомоги)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52992,law,2014-12-18,Закон підписано,2015-12-26,deputy,24549,"Комітет у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю","Комітет з питань аграрної політики та земельних відносин|Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони|Комітет з питань податкової та митної політики|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
1499-1,"Проект Закону про внесення змін до Закону України ""Про безпечність та якість харчових продуктів"" (щодо реалізації на агропродовольчих ринках продукції домашнього виробництва та подвірного забою)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52991,law,2014-12-18,Закон підписано,2015-01-13,deputy,"26326,26676,162,212,329",Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1014-3,Проект Закону про внесення змін до деяких законів України щодо відмови України від здійснення політики позаблоковості,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52994,law,2014-12-18,Закон підписано,2014-12-30,president,325,Комітет з питань національної безпеки і оборони,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя|Комітет у закордонних справах,Верховна Рада 8
1498,Проект Закону про внесення змін до деяких законів України (щодо скасування ліцензування імпорту активних фармацевтичних інгредієнтів),http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52977,law,2014-12-17,Закон підписано,2015-02-05,deputy,"18549,22,26323,430",Комітет з питань промислової політики та підприємництва,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1496,Проект Закону про внесення змін до деяких законодавчих актів України щодо посилення соціального захисту внутрішньо переміщених осіб,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52974,law,2014-12-17,Закон підписано,2015-03-27,deputy,102,"Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення","Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань прав людини, національних меншин і міжнаціональних відносин",Верховна Рада 8
1484,Проект Закону про внесення змін до деяких законів України з питань ідентифікації та реєстрації тварин,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52962,law,2014-12-16,Закон підписано,2015-08-06,deputy,"26676,25928",Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1475,"Проект Закону про внесення змін до Закону України ""Про державну реєстрацію юридичних осіб та фізичних осіб-підприємців"" (щодо унеможливлення внесення змін до Єдиного державного реєстру за підробними документами)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52953,law,2014-12-16,Закон підписано,2015-12-11,deputy,"24618,329,25936",Комітет з питань промислової політики та підприємництва,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1466,Проект Закону про внесення змін до деяких законів України з питань пенсійного забезпечення,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52944,law,2014-12-15,Закон підписано,2015-08-06,deputy,170,"Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань національної безпеки і оборони,Верховна Рада 8
1455,"Проект Закону про внесення змін до деяких законодавчих актів України (щодо особливостей трансляції (ретрансляції) реклами, яка міститься у програмах та передачах іноземних телерадіоорганізацій)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52932,law,2014-12-12,Закон підписано,2015-06-09,deputy,"1,71,26317,179,188",Комітет з питань свободи слова та інформаційної політики,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1000,Проект Закону про Державний бюджет України на 2015 рік,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52941,law,2014-12-12,Закон підписано,2015-01-12,cabmin,444,Комітет з питань бюджету,,Верховна Рада 8
1448,"Проект Закону про внесення змін до Закону України ""Про військовий обов'язок і військову службу"" щодо звільнення з військової служби осіб, які мають на утриманні дітей-інвалідів I чи II групи",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52916,law,2014-12-11,Закон підписано,2016-11-04,deputy,105,Комітет з питань національної безпеки і оборони,"Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань сім’ї, молодіжної політики, спорту та туризму|Комітет у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю",Верховна Рада 8
1447,Проект Закону про внесення змін до деяких законів України (щодо заснування релігійними організаціями навчальних закладів),http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52915,law,2014-12-11,Закон підписано,2015-07-06,deputy,"89,18464,19644",Комітет з питань науки і освіти,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань культури і духовності,Верховна Рада 8
1423,"Проект Закону про внесення зміни до статті 7 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"" (щодо постраждалих під час протестів)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52884,law,2014-12-11,Закон підписано,2015-03-02,deputy,26302,"Комітет у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1416,"Проект Закону про внесення змін до Закону України ""Про державну реєстрацію юридичних осіб та фізичних осіб - підприємців"" щодо спрощення припинення юридичних осіб шляхом злиття, приєднання, поділу, перетворення (реорганізації)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52887,law,2014-12-11,Закон підписано,2015-04-28,deputy,"24618,77,21990,22207,25945,25048,200,283,22401,407",Комітет з питань промислової політики та підприємництва,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1409,"Проект Закону про внесення змін до Бюджетного кодексу України (щодо запровадження нових інвестиційних можливостей, гарантування прав та законних інтересів суб'єктів підприємницької діяльності для проведення масштабної енергомодернізації)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52878,law,2014-12-11,Закон підписано,2015-05-08,deputy,"21421,25921,24618,115,21990,22207,25945,25918,25048,18753,232,22401,26677,389,407,21009",Комітет з питань бюджету,Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань промислової політики та підприємництва,Верховна Рада 8
1408,Проект Закону про внесення змін до деяких законів України (щодо волонтерської діяльності),http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52877,law,2014-12-11,Закон підписано,2015-04-03,deputy,"27,22474,18464,26306,18510,25046,212,20884,301,23263,307,24615,25027,21965","Комітет з питань сімʼї, молодіжної політики, спорту та туризму","Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань прав людини, національних меншин і міжнаціональних відносин|Комітет з питань фінансової політики і банківської діяльності",Верховна Рада 8
1364,"Проект Закону про внесення змін до Закону України ""Про міліцію"" (щодо виплати одноразової грошової допомоги у разі загибелі (смерті) або каліцтва працівника міліції)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52831,law,2014-12-10,Закон підписано,2015-03-11,deputy,"25034,21135,25030,25032,20459",Комітет з питань законодавчого забезпечення правоохоронної діяльності,"Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Верховна Рада 8
1362,"Проект Закону про внесення змін до Закону України ""Про особливості державного регулювання діяльності суб'єктів підприємницької діяльності, пов'язаної з реалізацією та експортом лісоматеріалів"" (щодо мораторію на експорт лісо- та пиломатеріалів у необробленому вигляді)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52828,law,2014-12-10,Закон підписано,2015-07-13,deputy,"26315,111,20393,21990,25930,19364,232,23252,23279,389,18234",Комітет з питань промислової політики та підприємництва,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1357,Проект Закону про внесення змін до деяких законів України щодо Суспільного телебачення і радіомовлення України,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52822,law,2014-12-10,Закон підписано,2015-04-10,deputy,"1,25035,188,26313,25933,24872,18481,25049,25027,26320",Комітет з питань свободи слова та інформаційної політики,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1350,"Проект Закону про внесення змін до статті 7 Закону України ""Про державну соціальну допомогу малозабезпеченим сім'ям"" щодо соціального захисту сімей, члени яких мають у власності чи володінні земельні ділянки",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52816,law,2014-12-10,Закон підписано,2015-06-10,deputy,64,"Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1343,"Проект Закону про внесення змін до Закону України ""Про Раду національної безпеки і оборони України"" щодо вдосконалення координації і контролю у сфері національної безпеки і оборони",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52807,law,2014-12-10,Закон підписано,2014-12-30,president,325,Комітет з питань національної безпеки і оборони,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
1329,"Проект Закону про внесення доповнень до Закону України ""Про судовий збір"" щодо звільнення від сплати судового збору учасників антитерористичних операцій та членів сімей загиблих",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52793,law,2014-12-09,Закон підписано,2015-09-24,deputy,17209,Комітет з питань податкової та митної політики,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
1317,Проект Закону про внесення змін до деяких законів України щодо захисту інформаційного телерадіопростору України,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52781,law,2014-12-09,Закон підписано,2015-04-08,deputy,"26317,179",Комітет з питань культури і духовності,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань свободи слова та інформаційної політики,Верховна Рада 8
1313,"Проект Закону про запровадження нових інвестиційних можливостей, гарантування прав та законних інтересів суб'єктів підприємницької діяльності для проведення масштабної енергомодернізації",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52775,law,2014-12-09,Закон підписано,2015-05-08,deputy,"25921,24618,115,21990,22207,25945,25918,25048,18758,232,22401,26677,389",Комітет з питань промислової політики та підприємництва,"Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Верховна Рада 8
1310,"Проект Закону про внесення змін до статті 41 Закону України ""Про акціонерні товариства"" (щодо кворуму загальних зборів акціонерних товариств з мажоритарними корпоративними правами держави)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52772,law,2014-12-09,Закон підписано,2015-02-05,deputy,"21421,24620,1935,24616,21281,24618,18757,24623,24619,21410,18758,20209,18753,232,24613,20061,24615,24622,338,21629,24621,21009,17209",Комітет з питань економічної політики,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1280,"Проект Закону про внесення змін до статті 50 Закону України ""Про землеустрій"" щодо спрощення процедури виготовлення проектів землеустрою для відведення земельних ділянок",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52744,law,2014-12-08,Закон підписано,2015-12-30,deputy,284,Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1072,"Проект Закону про внесення змін до Закону України ""Про державну службу"" (щодо відтермінування набрання чинності)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52755,law,2014-12-08,Закон підписано,2015-01-13,deputy,"24618,232","Комітет з питань державного будівництва, регіональної політики та місцевого самоврядування",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
1025-1,Проект Закону про внесення змін до статті 186-1 Земельного кодексу України щодо спрощення процедури погодження проекту землеустрою,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52733,law,2014-12-08,Закон підписано,2015-03-11,deputy,284,Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1270,"Проект Закону про внесення змін до Земельного кодексу України (щодо удосконалення механізму передачі земельних ділянок, відчужених для суспільних потреб чи з мотивів суспільної необхідності)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52728,law,2014-12-05,Закон підписано,2015-12-26,deputy,"40,109",Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1266,"Проект Закону про внесення змін до статті 14 Закону України ""Про зайнятість населення"" щодо надання права на отримання додаткових гарантій у сприянні працевлаштуванню батьків або особі, яка їх замінює, що має на утриманні дитину віком до шести років",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52720,law,2014-12-04,Закон підписано,2015-07-13,deputy,430,"Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1242,"Проект Закону про внесення змін до деяких законодавчих актів України (щодо врегулювання законодавства у сфері застосування запобіжних заходів до особи, стосовно якої передбачається застосування примусових заходів медичного характеру або вирішувалося питання про їх застосування)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52696,law,2014-12-04,Закон підписано,2017-12-07,deputy,"50,81,149,21761,19934,294,21311",Комітет з питань охорони здоровʼя,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1228,"Проект Закону про внесення змін до Закону України ""Про комітети Верховної Ради України"" (щодо доступу засобів масової інформації до засідань комітетів)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52671,law,2014-12-03,Закон підписано,2015-12-28,deputy,338,Комітет з питань Регламенту та організації роботи Верховної Ради України,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя|Комітет з питань свободи слова та інформаційної політики,Верховна Рада 8
1175-1,"Проект Закону про внесення змін до статті 26 Закону України ""Про військовий обов'язок і військову службу"" щодо військовослужбовців, які є студентами або аспірантами денної форми навчання",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52666,law,2014-12-03,Закон підписано,2015-04-27,deputy,"26302,89",Комітет з питань національної безпеки і оборони,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань науки і освіти,Верховна Рада 8
1200,"Проект Закону про внесення змін до Кримінального процесуального кодексу України (щодо приведення у відповідність законодавства до норм Кримінального кодексу України стосовно продовження, зміни або припинення застосування примусових заходів медичного характеру)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52642,law,2014-12-02,Закон підписано,2015-03-27,deputy,"50,81,149,21761,19934,294",Комітет з питань законодавчого забезпечення правоохоронної діяльності,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
1195,Проект Закону про внесення змін до деяких законодавчих актів України (щодо умов повернення строкових депозитів),http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52634,law,2014-12-02,Закон підписано,2015-06-09,deputy,"27,338",Комітет з питань правової політики та правосуддя,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань фінансової політики і банківської діяльності,Верховна Рада 8
1154,"Проект Закону про внесення змін до деяких законодавчих актів України (щодо регулювання діяльності капеланів в органах та установах, що належать до сфери управління Державної пенітенціарної служби України)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52591,law,2014-12-02,Закон підписано,2015-06-10,deputy,263,Комітет з питань законодавчого забезпечення правоохоронної діяльності,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань культури і духовності|Комітет з питань правової політики та правосуддя,Верховна Рада 8
1128,"Проект Закону про внесення змін до деяких законодавчих актів України щодо заборони приватизації об'єктів інженерної інфраструктури меліоративних систем та земель, на яких ці об'єкти розташовані",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52553,law,2014-12-01,Закон підписано,2015-06-09,deputy,"21135,18363,24051,21154",Комітет з питань аграрної політики та земельних відносин,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1125,"Проект Закону про внесення змін до Закону України ""Про Державний бюджет України на 2014 рік"" (щодо виконання зобов'язань за державним боргом)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52550,law,2014-12-01,Закон підписано,2015-01-12,cabmin,444,Комітет з питань бюджету,Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1088,"Проект Закону про внесення змін до Закону України ""Про застосування реєстраторів розрахункових операцій у сфері торгівлі, громадського харчування та послуг"" (щодо державних гарантій суб'єктам господарювання у застосуванні ними реєстраторів)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52506,law,2014-11-28,Закон підписано,2015-07-21,deputy,"26315,103,19462,232,329,25919,25026,22571",Комітет з питань податкової та митної політики,Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань промислової політики та підприємництва,Верховна Рада 8
1065,Проект Закону про технічні регламенти та оцінку відповідності,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52478,law,2014-11-27,Закон підписано,2015-02-12,deputy,"200,329",Комітет з питань промислової політики та підприємництва,"Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань законодавчого забезпечення правоохоронної діяльності|Комітет з питань запобігання і протидії корупції|Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Верховна Рада 8
1059,"Проект Закону про внесення змін до Закону України ""Про регулювання містобудівної діяльності"" щодо прийняття в експлуатацію об'єктів будівництва, збудованих без дозволу на виконання будівельних робіт",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52472,law,2014-11-27,Закон підписано,2015-02-05,deputy,200,"Комітет з питань будівництва, містобудування і житлово-комунального господарства",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
1058,Проект Закону про внесення змін до деяких законодавчих актів України (щодо зняття регуляторних бар'єрів для розвитку державно-приватного партнерства в Україні та стимулювання інвестицій),http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52471,law,2014-11-27,Закон підписано,2016-02-22,deputy,"200,26677",Комітет з питань промислової політики та підприємництва,Комітет з питань бюджету|Комітет з питань економічної політики|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції|Комітет з питань правової політики та правосуддя,Верховна Рада 8
1046,"Проект Закону про внесення доповнень до Закону України ""Про загальнообов'язкове державне соціальне страхування на випадок безробіття"" (щодо врегулювання питань, періодичності, строків виплати допомоги по безробіттю)",http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52459,law,2014-11-27,Закон підписано,2015-04-27,deputy,265,"Комітет з питань соціальної політики, зайнятості та пенсійного забезпечення",Комітет з питань бюджету|Комітет з питань європейської інтеграції|Комітет з питань запобігання і протидії корупції,Верховна Рада 8
0957,Проект Закону про електронну комерцію,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52409,law,2014-11-27,Закон підписано,2015-09-25,deputy,"4,5,27,163,272,329,337,339,427",Комітет з питань фінансової політики і банківської діяльності,,Верховна Рада 8
0954,Проект Закону про внесення змін до деяких законодавчих актів України щодо реформування системи управління автомобільними дорогами загального користування,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=52406,law,2014-11-27,Закон підписано,2016-12-08,cabmin,18584,Комітет з питань транспорту,,Верховна Рада 8
